user_id,pr_id,total_scores
U557,P593,5.0
U557,P61,10.0
U557,P79,3.5
U557,P81,0.5
U557,P94,0.5
U557,P98,0.5
U559,P104,0.5
U559,P124,30.0
U559,P13,0.5
U559,P134,5.0
U559,P136,5.0
U559,P141,0.5
U559,P154,3.0
U559,P161,5.0
U559,P174,1.0
U559,P185,5.0
U559,P208,3.0
U559,P232,0.5
U559,P238,0.5
U559,P240,5.0
U559,P247,5.0
U559,P255,0.5
U559,P266,30.0
U559,P286,3.5
U559,P321,30.0
U559,P336,3.0
U559,P351,3.0
U559,P362,30.0
U559,P379,0.5
U559,P427,0.5
U559,P49,3.0
U559,P503,5.0
U559,P55,8.0
U559,P567,5.5
U559,P583,30.0
U559,P632,8.5
U559,P639,8.0
U559,P73,0.5
U559,P79,0.5
U560,P114,5.0
U560,P155,5.0
U560,P173,5.0
U560,P2,30.0
U560,P206,0.5
U560,P207,0.5
U560,P208,8.0
U560,P229,3.0
U560,P238,3.0
U560,P247,3.0
U560,P261,30.0
U560,P348,30.0
U560,P379,0.5
U560,P405,0.5
U560,P440,30.0
U560,P451,0.5
U560,P490,30.0
U560,P511,3.0
U560,P515,0.5
U560,P530,3.0
U560,P567,0.5
U560,P572,0.5
U560,P576,3.0
U560,P632,5.0
U560,P68,0.5
U560,P92,30.0
U560,P94,5.0
U560,P98,30.0
U562,P13,5.0
U562,P140,6.0
U562,P161,3.0
U562,P162,5.0
U562,P207,3.0
U562,P217,0.5
U562,P261,3.0
U562,P297,0.5
U562,P321,3.5
U562,P34,0.5
U562,P353,5.0
U562,P379,3.5
U562,P432,0.5
U562,P434,0.5
U562,P443,0.5
U562,P503,3.0
U562,P52,5.0
U562,P555,3.0
U562,P615,3.0
U562,P623,3.0
U562,P632,0.5
U562,P639,5.0
U562,P645,30.0
U562,P648,3.0
U564,P141,3.5
U564,P173,5.0
U564,P176,5.0
U564,P180,33.0
U564,P2,3.0
U564,P238,0.5
U564,P242,3.0
U564,P243,3.0
U564,P244,3.5
U564,P265,30.0
U564,P274,5.0
U564,P28,9.0
U564,P303,1.5
U564,P315,5.0
U564,P34,3.0
U564,P378,3.0
U564,P387,5.0
U564,P42,3.0
U564,P471,30.0
U564,P479,0.5
U564,P484,3.0
U564,P49,0.5
U564,P507,5.0
U564,P518,30.0
U564,P52,3.0
U564,P609,30.0
U564,P61,5.0
U564,P621,0.5
U564,P648,0.5
U564,P71,5.0
U565,P122,5.0
U565,P124,0.5
U565,P13,30.0
U565,P135,5.0
U565,P147,3.0
U565,P149,3.5
U565,P166,33.5
U565,P167,1.0
U565,P174,30.0
U565,P185,5.5
U565,P2,0.5
U565,P208,0.5
U565,P232,3.0
U565,P247,3.0
U565,P255,0.5
U565,P259,5.0
U565,P261,3.0
U565,P284,5.0
U565,P306,30.0
U565,P315,3.0
U565,P359,0.5
U565,P391,0.5
U565,P402,0.5
U565,P41,8.5
U565,P463,0.5
U565,P49,1.0
U565,P503,10.5
U565,P530,6.0
U565,P547,5.0
U565,P55,5.0
U565,P576,5.0
U565,P588,3.0
U565,P638,30.0
U565,P639,5.5
U565,P645,30.5
U565,P66,3.0
U565,P68,3.0
U565,P81,5.5
U566,P107,8.0
U566,P13,0.5
U566,P140,30.0
U566,P161,3.0
U566,P173,5.0
U566,P217,0.5
U566,P243,5.0
U566,P244,0.5
U566,P259,0.5
U566,P261,0.5
U566,P263,30.0
U566,P267,5.0
U566,P278,30.0
U566,P28,3.0
U566,P295,0.5
U566,P323,0.5
U566,P338,0.5
U566,P404,0.5
U566,P41,3.5
U566,P432,30.0
U566,P451,5.0
U566,P455,0.5
U566,P471,0.5
U566,P479,3.0
U566,P488,10.0
U566,P503,33.5
U566,P511,30.0
U566,P530,3.0
U566,P560,30.0
U566,P61,3.5
U567,P122,0.5
U567,P13,0.5
U567,P149,30.0
U567,P161,3.0
U567,P162,0.5
U567,P207,10.0
U567,P232,0.5
U567,P247,0.5
U567,P286,30.0
U567,P293,0.5
U567,P370,3.0
U567,P395,3.0
U567,P424,5.0
U567,P477,30.0
U567,P530,0.5
U567,P574,30.0
U567,P576,33.0
U567,P623,5.0
U567,P632,3.0
U567,P92,30.5
U568,P103,3.0
U568,P107,3.5
U568,P141,30.5
U568,P147,30.0
U568,P167,3.0
U568,P172,30.0
U568,P173,3.0
U568,P176,0.5
U568,P185,6.0
U568,P195,60.0
U568,P2,3.0
U568,P234,0.5
U568,P241,5.0
U568,P243,30.5
U568,P244,0.5
U568,P254,0.5
U568,P259,8.0
U568,P278,3.0
U568,P303,38.5
U568,P309,3.0
U568,P315,66.0
U568,P316,5.0
U568,P327,3.0
U568,P353,30.0
U568,P354,5.0
U568,P362,3.0
U568,P378,3.0
U568,P392,0.5
U568,P396,0.5
U568,P42,0.5
U568,P432,30.5
U568,P439,3.0
U568,P443,3.0
U568,P45,5.0
U568,P471,5.0
U568,P49,0.5
U568,P511,30.0
U568,P52,0.5
U568,P550,30.0
U568,P554,0.5
U568,P560,5.0
U568,P575,38.0
U568,P61,1.0
U568,P647,0.5
U568,P648,30.5
U568,P68,36.5
U568,P69,3.5
U568,P7,3.0
U568,P81,1.0
U569,P103,3.0
U569,P139,5.0
U569,P17,5.5
U569,P180,5.0
U569,P217,3.0
U569,P229,5.0
U569,P238,3.0
U569,P255,30.0
U569,P315,3.0
U569,P4,0.5
U569,P427,30.0
U569,P432,0.5
U569,P49,1.0
U569,P503,3.0
U569,P59,0.5
U569,P68,5.0
U569,P79,3.5
U570,P104,0.5
U570,P118,30.0
U570,P161,0.5
U570,P173,0.5
U570,P180,8.0
U570,P183,3.0
U570,P198,30.5
U570,P2,3.0
U570,P234,3.0
U570,P238,5.0
U570,P241,30.5
U570,P247,3.0
U570,P273,0.5
U570,P303,6.0
U570,P387,3.0
U570,P396,10.0
U570,P447,5.0
U570,P471,30.0
U570,P484,30.0
U570,P55,3.0
U570,P567,6.0
U570,P575,5.5
U570,P613,5.0
U570,P638,0.5
U570,P639,5.0
U570,P645,3.0
U570,P68,30.0
U570,P7,0.5
U570,P80,0.5
U571,P124,0.5
U571,P13,30.0
U571,P149,10.0
U571,P161,3.0
U571,P168,5.0
U571,P206,0.5
U571,P207,3.0
U571,P232,30.0
U571,P243,0.5
U571,P286,3.0
U571,P3,5.0
U571,P333,30.0
U571,P345,5.0
U571,P379,30.0
U571,P382,3.0
U571,P402,3.0
U571,P41,0.5
U571,P505,3.0
U571,P511,0.5
U571,P530,3.0
U571,P550,0.5
U571,P576,0.5
U571,P615,30.0
U571,P637,0.5
U572,P122,0.5
U572,P124,30.5
U572,P140,3.0
U572,P149,3.0
U572,P166,0.5
U572,P206,3.0
U572,P207,5.0
U572,P208,1.0
U572,P240,0.5
U572,P247,3.0
U572,P266,30.0
U572,P321,60.0
U572,P336,3.0
U572,P339,30.5
U572,P351,30.0
U572,P352,3.0
U572,P355,30.0
U572,P369,0.5
U572,P379,30.0
U572,P402,0.5
U572,P41,3.0
U572,P447,6.0
U572,P451,3.0
U572,P5,0.5
U572,P55,5.0
U572,P559,3.0
U572,P567,33.0
U572,P572,5.0
U572,P576,0.5
U572,P588,5.0
U572,P615,5.0
U572,P623,13.0
U572,P645,0.5
U572,P85,30.0
U572,P87,3.0
U572,P92,30.0
U574,P103,0.5
U574,P129,0.5
U574,P136,0.5
U574,P139,0.5
U574,P152,30.0
U574,P159,5.0
U574,P176,33.0
U574,P180,8.0
U574,P190,16.0
U574,P2,30.0
U574,P216,3.0
U574,P232,3.0
U574,P238,10.0
U574,P247,3.0
U574,P278,3.0
U574,P28,3.5
U574,P303,3.0
U574,P310,0.5
U574,P34,5.0
U574,P353,3.0
U574,P361,30.0
U574,P372,38.5
U574,P396,5.0
U574,P401,30.0
U574,P41,3.0
U574,P415,3.0
U574,P417,17.0
U574,P42,6.0
U574,P437,0.5
U574,P44,3.0
U574,P465,0.5
U574,P479,63.0
U574,P530,3.0
U574,P540,5.0
U574,P547,8.0
U574,P550,5.0
U574,P567,3.0
U574,P576,3.0
U574,P580,3.0
U574,P583,0.5
U574,P597,30.0
U574,P599,5.0
U574,P61,0.5
U574,P621,5.0
U574,P623,3.0
U574,P627,0.5
U574,P632,5.0
U574,P64,3.0
U574,P640,3.0
U574,P68,0.5
U574,P79,0.5
U574,P81,30.0
U575,P136,0.5
U575,P141,5.0
U575,P143,3.0
U575,P17,0.5
U575,P170,3.0
U575,P174,5.0
U575,P180,5.0
U575,P210,0.5
U575,P232,3.0
U575,P238,30.0
U575,P240,0.5
U575,P244,5.0
U575,P254,5.0
U575,P255,30.0
U575,P259,0.5
U575,P276,3.0
U575,P28,5.0
U575,P297,3.0
U575,P35,0.5
U575,P362,30.0
U575,P412,3.0
U575,P417,0.5
U575,P422,0.5
U575,P439,30.0
U575,P443,5.0
U575,P450,5.0
U575,P470,3.0
U575,P471,5.0
U575,P479,0.5
U575,P502,5.0
U575,P503,30.0
U575,P530,3.0
U575,P531,0.5
U575,P540,6.0
U575,P575,3.0
U575,P583,0.5
U575,P607,3.0
U575,P627,3.5
U575,P632,33.0
U575,P636,0.5
U575,P639,5.0
U575,P81,5.0
U575,P98,0.5
U576,P104,3.0
U576,P108,0.5
U576,P109,3.0
U576,P124,3.0
U576,P136,30.0
U576,P140,3.0
U576,P161,0.5
U576,P167,30.0
U576,P170,3.0
U576,P173,30.0
U576,P180,5.0
U576,P190,0.5
U576,P198,5.0
U576,P2,3.0
U576,P212,30.0
U576,P238,1.0
U576,P28,1.0
U576,P297,33.5
U576,P315,0.5
U576,P34,3.0
U576,P35,30.0
U576,P353,3.0
U576,P362,3.0
U576,P372,35.0
U576,P392,3.0
U576,P396,31.0
U576,P415,5.0
U576,P417,60.0
U576,P422,3.0
U576,P479,0.5
U576,P481,3.0
U576,P517,0.5
U576,P540,0.5
U576,P580,5.0
U576,P583,30.0
U576,P597,5.0
U576,P599,0.5
U576,P621,1.0
U576,P627,8.0
U576,P632,30.0
U576,P64,0.5
U577,P1,5.0
U577,P107,3.0
U577,P108,0.5
U577,P116,0.5
U577,P176,0.5
U577,P185,0.5
U577,P217,0.5
U577,P241,5.0
U577,P243,30.0
U577,P247,0.5
U577,P26,30.0
U577,P265,0.5
U577,P28,3.5
U577,P295,3.0
U577,P330,3.0
U577,P372,5.0
U577,P387,3.0
U577,P398,3.0
U577,P415,8.0
U577,P42,0.5
U577,P471,3.0
U577,P479,0.5
U577,P540,8.0
U577,P55,0.5
U577,P627,8.0
U577,P64,0.5
U577,P81,3.0
U578,P103,0.5
U578,P107,0.5
U578,P140,30.0
U578,P15,5.0
U578,P17,0.5
U578,P2,3.0
U578,P217,33.0
U578,P238,0.5
U578,P243,0.5
U578,P247,5.0
U578,P254,3.0
U578,P294,5.0
U578,P303,3.0
U578,P315,5.0
U578,P354,0.5
U578,P360,3.0
U578,P362,8.0
U578,P387,36.0
U578,P417,33.0
U578,P425,3.0
U578,P432,5.5
U578,P443,8.0
U578,P471,0.5
U578,P49,0.5
U578,P511,30.0
U578,P540,3.5
U578,P550,3.0
U578,P559,5.0
U578,P572,0.5
U578,P575,5.5
U578,P576,3.0
U578,P600,0.5
U578,P61,4.0
U578,P625,3.0
U578,P632,0.5
U578,P79,0.5
U579,P102,30.0
U579,P103,5.0
U579,P114,3.0
U579,P140,30.0
U579,P158,30.0
U579,P206,30.0
U579,P208,0.5
U579,P255,5.0
U579,P261,5.0
U579,P264,5.0
U579,P28,0.5
U579,P297,30.0
U579,P354,0.5
U579,P372,5.0
U579,P378,30.0
U579,P451,30.0
U579,P471,3.0
U579,P50,30.0
U579,P536,5.0
U579,P541,0.5
U579,P567,5.0
U579,P577,3.0
U579,P597,3.0
U579,P615,5.0
U579,P627,0.5
U579,P631,30.0
U579,P83,3.0
U58,P103,3.0
U58,P107,0.5
U58,P141,3.0
U58,P17,1.0
U58,P170,3.0
U58,P173,65.0
U58,P180,0.5
U58,P185,30.5
U58,P196,3.0
U58,P2,5.5
U58,P217,30.5
U58,P236,3.0
U58,P241,3.0
U58,P243,30.5
U58,P250,3.0
U58,P251,30.5
U58,P28,30.0
U58,P296,0.5
U58,P298,30.0
U58,P303,0.5
U58,P312,0.5
U58,P330,3.0
U58,P34,0.5
U58,P354,5.0
U58,P361,5.0
U58,P362,33.5
U58,P372,5.0
U58,P375,3.0
U58,P378,30.5
U58,P387,30.0
U58,P396,0.5
U58,P417,3.0
U58,P42,8.0
U58,P432,3.0
U58,P443,3.0
U58,P458,3.0
U58,P470,0.5
U58,P471,36.0
U58,P479,5.0
U58,P497,3.0
U58,P511,0.5
U58,P540,6.0
U58,P575,0.5
U58,P600,3.0
U58,P61,5.0
U58,P627,6.0
U58,P636,3.0
U58,P648,40.0
U58,P69,5.0
U58,P7,3.0
U58,P79,1.0
U58,P81,30.0
U58,P89,5.0
U580,P13,0.5
U580,P140,0.5
U580,P161,3.0
U580,P174,3.0
U580,P207,3.0
U580,P208,30.5
U580,P240,30.0
U580,P321,30.0
U580,P339,5.0
U580,P41,0.5
U580,P451,30.0
U580,P457,3.0
U580,P472,30.0
U580,P530,3.0
U580,P567,30.5
U580,P572,10.5
U580,P576,10.0
U580,P583,30.0
U580,P631,30.0
U580,P632,3.5
U580,P645,0.5
U580,P92,3.0
U581,P13,0.5
U581,P140,3.5
U581,P141,3.0
U581,P164,0.5
U581,P17,0.5
U581,P174,6.0
U581,P206,30.0
U581,P219,0.5
U581,P244,5.0
U581,P247,5.0
U581,P286,0.5
U581,P297,3.0
U581,P302,3.0
U581,P321,6.0
U581,P34,5.0
U581,P353,30.0
U581,P356,30.0
U581,P362,0.5
U581,P379,5.0
U581,P447,0.5
U581,P490,3.0
U581,P521,3.0
U581,P567,6.0
U581,P572,3.0
U581,P632,30.0
U581,P639,3.0
U581,P645,3.0
U581,P69,0.5
U581,P85,30.0
U584,P124,11.0
U584,P13,30.0
U584,P174,3.0
U584,P180,5.0
U584,P242,5.0
U584,P286,33.5
U584,P321,0.5
U584,P326,3.0
U584,P38,0.5
U584,P383,30.0
U584,P403,0.5
U584,P41,0.5
U584,P428,0.5
U584,P440,0.5
U584,P447,8.0
U584,P518,3.0
U584,P567,33.0
U584,P572,3.0
U584,P576,31.0
U584,P583,30.5
U584,P639,5.0
U584,P68,3.0
U584,P74,3.0
U584,P79,3.0
U585,P110,3.0
U585,P149,5.0
U585,P156,0.5
U585,P166,30.5
U585,P208,3.5
U585,P261,10.0
U585,P494,3.0
U586,P1,0.5
U586,P103,0.5
U586,P136,30.0
U586,P161,5.0
U586,P167,3.0
U586,P174,0.5
U586,P180,0.5
U586,P185,3.0
U586,P206,1.0
U586,P207,0.5
U586,P208,30.5
U586,P219,0.5
U586,P224,30.0
U586,P247,3.0
U586,P249,3.0
U586,P255,3.5
U586,P261,3.0
U586,P293,5.0
U586,P297,0.5
U586,P321,0.5
U586,P339,0.5
U586,P353,0.5
U586,P372,5.0
U586,P379,0.5
U586,P415,3.0
U586,P417,30.0
U586,P422,3.5
U586,P451,3.0
U586,P487,5.0
U586,P492,3.0
U586,P52,35.0
U586,P540,5.0
U586,P541,5.0
U586,P546,3.0
U586,P557,5.0
U586,P572,0.5
U586,P576,3.0
U586,P592,0.5
U586,P6,3.0
U586,P604,5.0
U586,P644,30.0
U586,P69,0.5
U588,P15,5.0
U588,P170,1.0
U588,P173,33.0
U588,P180,30.0
U588,P185,5.0
U588,P208,5.0
U588,P217,8.0
U588,P230,0.5
U588,P241,8.0
U588,P243,0.5
U588,P244,5.0
U588,P259,6.0
U588,P278,6.5
U588,P321,3.0
U588,P333,0.5
U588,P354,5.5
U588,P379,5.0
U588,P396,0.5
U588,P464,3.0
U588,P526,3.0
U588,P530,3.0
U588,P559,3.0
U588,P575,1.0
U588,P61,5.0
U588,P639,0.5
U588,P68,3.0
U588,P79,38.5
U588,P81,3.0
U590,P173,5.0
U590,P2,30.0
U590,P217,3.0
U590,P243,0.5
U590,P297,30.0
U590,P303,3.0
U590,P323,5.0
U590,P387,5.0
U590,P443,0.5
U590,P458,5.0
U590,P471,3.0
U590,P481,30.0
U590,P512,0.5
U590,P627,30.0
U590,P647,30.0
U590,P648,0.5
U591,P107,5.0
U591,P118,30.0
U591,P124,6.5
U591,P128,30.0
U591,P136,33.0
U591,P141,3.0
U591,P166,0.5
U591,P17,3.0
U591,P170,3.0
U591,P173,3.5
U591,P176,4.0
U591,P180,5.0
U591,P185,0.5
U591,P198,9.0
U591,P2,5.0
U591,P217,6.0
U591,P22,5.0
U591,P238,5.5
U591,P243,70.0
U591,P244,8.0
U591,P247,0.5
U591,P254,30.0
U591,P255,35.0
U591,P259,6.0
U591,P263,0.5
U591,P268,0.5
U591,P27,30.0
U591,P278,9.0
U591,P297,5.0
U591,P303,44.5
U591,P305,3.0
U591,P345,0.5
U591,P354,33.0
U591,P360,30.0
U591,P362,11.0
U591,P378,30.0
U591,P387,33.0
U591,P396,5.0
U591,P41,0.5
U591,P417,0.5
U591,P42,0.5
U591,P430,5.0
U591,P432,30.0
U591,P482,3.0
U591,P484,3.0
U591,P49,34.0
U591,P499,30.0
U591,P503,3.0
U591,P507,3.0
U591,P511,33.0
U591,P53,3.0
U591,P575,5.0
U591,P6,3.0
U591,P61,0.5
U591,P613,5.0
U591,P615,0.5
U591,P621,30.0
U591,P623,0.5
U591,P639,3.0
U591,P648,3.0
U591,P69,31.0
U591,P79,8.5
U591,P98,35.0
U592,P115,30.0
U592,P141,0.5
U592,P167,3.0
U592,P176,5.0
U592,P180,3.0
U592,P198,0.5
U592,P2,60.0
U592,P217,0.5
U592,P241,0.5
U592,P259,10.0
U592,P278,0.5
U592,P354,3.0
U592,P372,3.0
U592,P392,3.0
U592,P432,16.0
U592,P446,3.0
U592,P471,30.0
U592,P474,3.0
U592,P496,30.0
U592,P52,30.0
U592,P550,30.0
U592,P552,30.0
U592,P81,3.0
U592,P83,0.5
U592,P98,30.0
U595,P103,30.5
U595,P136,3.5
U595,P167,33.0
U595,P170,5.0
U595,P176,8.0
U595,P180,30.0
U595,P185,1.0
U595,P198,0.5
U595,P203,30.0
U595,P229,0.5
U595,P238,9.0
U595,P247,3.0
U595,P259,0.5
U595,P261,5.0
U595,P28,3.0
U595,P35,5.0
U595,P353,3.0
U595,P362,30.0
U595,P372,5.5
U595,P376,0.5
U595,P396,30.0
U595,P415,60.0
U595,P482,30.0
U595,P49,30.5
U595,P52,3.0
U595,P55,30.0
U595,P575,3.5
U595,P576,5.0
U595,P591,30.0
U595,P611,3.0
U595,P621,3.0
U595,P623,5.0
U595,P627,0.5
U595,P634,3.0
U595,P639,30.0
U595,P69,0.5
U595,P79,3.0
U595,P98,0.5
U597,P103,1.0
U597,P13,3.5
U597,P136,0.5
U597,P141,3.0
U597,P149,30.0
U597,P161,30.0
U597,P167,33.0
U597,P17,0.5
U597,P170,0.5
U597,P174,0.5
U597,P196,3.0
U597,P206,5.5
U597,P208,5.0
U597,P209,3.0
U597,P232,30.0
U597,P247,3.0
U597,P255,30.0
U597,P261,30.0
U597,P265,3.0
U597,P286,0.5
U597,P300,5.0
U597,P340,3.0
U597,P359,30.0
U597,P362,33.0
U597,P373,30.0
U597,P378,5.0
U597,P396,30.0
U597,P404,0.5
U597,P41,3.0
U597,P451,5.0
U597,P49,3.0
U597,P50,5.0
U597,P521,5.5
U597,P522,5.0
U597,P55,3.0
U597,P557,0.5
U597,P559,3.0
U597,P567,30.0
U597,P623,30.0
U597,P632,5.0
U597,P79,5.0
U597,P81,0.5
U597,P98,5.0
U598,P103,5.0
U598,P107,5.0
U598,P141,5.0
U598,P145,0.5
U598,P166,30.0
U598,P17,3.0
U598,P203,0.5
U598,P221,3.0
U598,P238,33.0
U598,P243,3.0
U598,P259,5.0
U598,P303,30.0
U598,P315,3.0
U598,P378,5.0
U598,P434,3.0
U598,P471,0.5
U598,P483,5.0
U598,P49,5.0
U598,P503,0.5
U598,P511,5.0
U598,P79,30.0
U599,P103,0.5
U599,P121,3.0
U599,P122,5.0
U599,P124,6.0
U599,P13,30.0
U599,P149,8.0
U599,P156,3.0
U599,P161,33.0
U599,P166,3.0
U599,P17,0.5
U599,P174,3.0
U599,P207,3.0
U599,P232,0.5
U599,P255,0.5
U599,P261,3.0
U599,P286,6.5
U599,P321,33.0
U599,P336,0.5
U599,P362,0.5
U599,P391,30.0
U599,P399,3.0
U599,P404,5.0
U599,P41,5.0
U599,P468,0.5
U599,P5,3.0
U599,P530,3.0
U599,P547,3.0
U599,P55,8.0
U599,P567,5.0
U599,P576,30.5
U599,P615,3.5
U599,P632,33.0
U599,P639,6.0
U599,P645,0.5
U599,P68,3.0
U599,P92,3.0
U6,P104,30.0
U6,P154,5.0
U6,P166,0.5
U6,P17,3.5
U6,P180,30.0
U6,P187,30.0
U6,P291,0.5
U6,P293,0.5
U6,P339,5.0
U6,P472,3.0
U6,P49,0.5
U6,P503,65.0
U6,P523,5.0
U6,P530,3.0
U6,P592,60.0
U6,P623,33.0
U6,P631,0.5
U6,P68,0.5
U6,P92,35.0
U60,P107,3.0
U60,P115,5.0
U60,P167,0.5
U60,P17,30.0
U60,P173,40.0
U60,P185,0.5
U60,P198,3.0
U60,P204,0.5
U60,P216,3.0
U60,P241,13.0
U60,P243,3.5
U60,P244,3.0
U60,P259,63.0
U60,P297,0.5
U60,P303,3.0
U60,P305,5.0
U60,P310,3.0
U60,P315,31.0
U60,P34,5.0
U60,P354,1.0
U60,P361,3.0
U60,P387,3.0
U60,P425,0.5
U60,P432,3.0
U60,P443,3.0
U60,P471,30.0
U60,P511,30.0
U60,P54,3.0
U60,P550,3.0
U60,P61,30.0
U60,P627,6.0
U60,P66,3.0
U60,P68,3.0
U60,P76,3.0
U60,P77,0.5
U602,P17,0.5
U602,P173,3.0
U602,P2,3.5
U602,P217,0.5
U602,P241,30.0
U602,P259,4.0
U602,P278,3.5
U602,P303,3.0
U602,P315,0.5
U602,P322,5.0
U602,P354,33.0
U602,P362,30.0
U602,P387,30.0
U602,P417,0.5
U602,P42,3.0
U602,P443,0.5
U602,P471,35.0
U602,P479,0.5
U602,P511,5.0
U602,P61,30.0
U602,P627,30.0
U602,P66,30.0
U602,P68,5.0
U603,P103,0.5
U603,P136,3.0
U603,P141,8.0
U603,P198,3.0
U603,P2,3.5
U603,P207,3.0
U603,P232,33.0
U603,P238,1.0
U603,P240,0.5
U603,P243,0.5
U603,P259,5.0
U603,P261,0.5
U603,P276,30.0
U603,P303,3.5
U603,P315,10.0
U603,P343,3.5
U603,P344,3.0
U603,P362,30.5
U603,P387,30.0
U603,P432,5.5
U603,P443,3.0
U603,P541,30.0
U603,P550,0.5
U603,P68,5.0
U603,P79,6.0
U603,P81,0.5
U603,P94,3.0
U604,P103,6.0
U604,P107,3.5
U604,P136,5.0
U604,P15,30.0
U604,P17,3.5
U604,P180,3.0
U604,P185,0.5
U604,P198,8.0
U604,P2,3.0
U604,P217,3.5
U604,P238,0.5
U604,P244,3.5
U604,P27,5.0
U604,P278,0.5
U604,P341,3.0
U604,P374,5.0
U604,P378,38.5
U604,P396,3.0
U604,P416,30.0
U604,P432,30.0
U604,P443,30.0
U604,P49,3.0
U604,P507,3.0
U604,P541,0.5
U604,P545,5.0
U604,P550,30.5
U604,P575,5.0
U604,P68,3.0
U604,P79,6.0
U604,P81,13.0
U607,P101,30.0
U607,P103,0.5
U607,P107,30.0
U607,P118,0.5
U607,P124,5.0
U607,P140,0.5
U607,P141,60.0
U607,P161,0.5
U607,P167,3.0
U607,P17,6.0
U607,P180,8.0
U607,P182,30.0
U607,P216,0.5
U607,P230,5.0
U607,P241,30.0
U607,P247,30.0
U607,P278,3.0
U607,P280,30.0
U607,P303,3.0
U607,P315,3.0
U607,P32,3.0
U607,P354,10.5
U607,P362,0.5
U607,P417,30.0
U607,P471,33.0
U607,P52,0.5
U607,P565,3.0
U607,P575,0.5
U607,P61,3.0
U607,P648,5.0
U607,P65,5.0
U607,P66,5.0
U607,P81,5.0
U607,P98,35.0
U608,P101,5.0
U608,P103,6.0
U608,P116,0.5
U608,P124,3.0
U608,P140,0.5
U608,P161,30.0
U608,P167,33.0
U608,P168,0.5
U608,P17,0.5
U608,P170,5.5
U608,P176,30.0
U608,P180,3.0
U608,P185,3.0
U608,P190,30.5
U608,P198,3.0
U608,P203,5.0
U608,P212,3.0
U608,P215,3.0
U608,P217,3.0
U608,P240,3.0
U608,P243,33.0
U608,P244,6.0
U608,P259,5.0
U608,P278,3.0
U608,P28,0.5
U608,P280,3.0
U608,P282,30.0
U608,P310,3.0
U608,P325,30.0
U608,P353,4.0
U608,P362,5.0
U608,P372,33.0
U608,P378,3.0
U608,P396,3.0
U608,P402,30.0
U608,P415,6.0
U608,P417,10.5
U608,P443,3.0
U608,P446,3.0
U608,P471,3.0
U608,P479,0.5
U608,P482,0.5
U608,P502,0.5
U608,P52,5.5
U608,P540,0.5
U608,P546,3.0
U608,P575,0.5
U608,P583,3.0
U608,P589,3.0
U608,P59,0.5
U608,P597,5.0
U608,P621,8.0
U608,P627,30.5
U608,P628,3.0
U608,P632,0.5
U608,P648,5.5
U608,P68,0.5
U608,P69,35.0
U608,P92,30.0
U609,P122,0.5
U609,P136,5.0
U609,P141,33.0
U609,P166,3.0
U609,P17,0.5
U609,P173,30.0
U609,P18,3.0
U609,P180,30.0
U609,P2,8.0
U609,P210,3.0
U609,P244,6.0
U609,P278,3.0
U609,P315,33.0
U609,P354,8.5
U609,P378,33.0
U609,P379,5.0
U609,P387,5.0
U609,P396,35.0
U609,P503,38.0
U609,P511,0.5
U609,P519,0.5
U609,P523,0.5
U609,P552,5.0
U609,P575,3.5
U609,P61,3.5
U609,P623,3.0
U609,P79,30.0
U609,P98,0.5
U61,P107,33.0
U61,P124,8.0
U61,P13,9.5
U61,P141,3.0
U61,P145,3.0
U61,P161,0.5
U61,P166,60.0
U61,P170,3.0
U61,P178,3.0
U61,P207,0.5
U61,P228,0.5
U61,P232,63.0
U61,P240,3.0
U61,P244,30.5
U61,P245,3.0
U61,P247,13.5
U61,P250,0.5
U61,P254,3.0
U61,P259,0.5
U61,P278,6.0
U61,P283,3.0
U61,P286,33.0
U61,P31,3.0
U61,P321,35.0
U61,P339,5.0
U61,P352,5.0
U61,P356,5.0
U61,P359,30.0
U61,P367,30.0
U61,P379,0.5
U61,P41,68.0
U61,P432,0.5
U61,P447,35.0
U61,P451,36.0
U61,P463,3.0
U61,P474,30.0
U61,P503,5.0
U61,P55,36.0
U61,P559,0.5
U61,P572,3.5
U61,P575,0.5
U61,P576,3.5
U61,P583,33.0
U61,P604,0.5
U61,P61,3.5
U61,P620,30.0
U61,P632,3.0
U61,P642,3.0
U61,P71,0.5
U61,P79,0.5
U61,P80,3.0
U610,P103,30.0
U610,P13,30.5
U610,P136,35.5
U610,P17,0.5
U610,P170,35.0
U610,P173,30.0
U610,P185,5.0
U610,P198,5.0
U610,P204,30.0
U610,P236,5.0
U610,P238,0.5
U610,P259,3.0
U610,P294,3.0
U610,P3,0.5
U610,P362,30.0
U610,P387,0.5
U610,P396,35.0
U610,P416,30.0
U610,P432,0.5
U610,P443,3.0
U610,P471,30.0
U610,P484,3.0
U610,P49,3.0
U610,P531,30.0
U610,P55,0.5
U610,P550,3.0
U610,P557,5.0
U610,P645,33.0
U610,P79,3.0
U610,P98,33.0
U611,P103,0.5
U611,P122,5.0
U611,P140,35.0
U611,P141,0.5
U611,P206,5.0
U611,P207,33.0
U611,P208,5.0
U611,P232,5.0
U611,P240,5.0
U611,P306,5.0
U611,P449,3.0
U611,P451,3.0
U611,P522,0.5
U611,P55,3.0
U611,P572,6.0
U611,P576,5.0
U611,P583,5.5
U611,P623,60.0
U611,P632,0.5
U611,P639,0.5
U611,P68,5.0
U611,P96,3.0
U611,P98,3.0
U612,P107,5.0
U612,P140,30.0
