user_id,pr_id,interaction_type
U327,P162,wishlist
U157,P356,purchase
U190,P27,wishlist
U117,P479,purchase
U748,P126,purchase
U613,P401,wishlist
U763,P401,view
U236,P279,cart
U395,P339,wishlist
U855,P412,view
U729,P195,purchase
U619,P137,wishlist
U564,P411,view
U858,P13,purchase
U687,P346,view
U335,P283,cart
U816,P116,wishlist
U12,P230,purchase
U401,P146,cart
U815,P381,view
U637,P276,cart
U203,P35,purchase
U277,P491,purchase
U720,P72,purchase
U485,P177,view
U223,P315,purchase
U560,P53,wishlist
U700,P330,wishlist
U149,P117,view
U679,P452,cart
U691,P341,cart
U340,P485,cart
U558,P29,wishlist
U565,P408,wishlist
U75,P168,purchase
U101,P398,wishlist
U558,P41,wishlist
U249,P461,view
U582,P116,cart
U186,P410,wishlist
U619,P19,wishlist
U863,P324,view
U418,P204,wishlist
U568,P195,purchase
U839,P57,view
U190,P463,cart
U199,P427,wishlist
U425,P389,wishlist
U580,P126,cart
U335,P321,view
U116,P166,cart
U301,P278,cart
U755,P430,purchase
U700,P504,wishlist
U200,P366,view
U298,P489,cart
U815,P311,view
U606,P267,wishlist
U462,P502,view
U60,P184,purchase
U205,P244,wishlist
U75,P460,view
U115,P118,view
U90,P68,cart
U267,P62,view
U740,P507,view
U131,P339,view
U129,P267,view
U702,P136,purchase
U613,P237,cart
U434,P117,wishlist
U374,P111,view
U327,P361,wishlist
U886,P363,view
U591,P116,view
U104,P391,view
U276,P292,cart
U588,P45,wishlist
U152,P383,cart
U368,P460,wishlist
U230,P68,view
U337,P139,wishlist
U476,P58,cart
U517,P321,purchase
U667,P222,view
U347,P516,wishlist
U215,P182,wishlist
U376,P138,wishlist
U413,P73,view
U544,P265,purchase
U224,P485,cart
U340,P392,view
U722,P241,wishlist
U366,P183,wishlist
U528,P406,purchase
U255,P422,cart
U92,P53,wishlist
U676,P143,view
U311,P6,wishlist
U277,P317,wishlist
U626,P418,purchase
U68,P233,cart
U557,P427,view
U700,P363,wishlist
U638,P318,wishlist
U497,P41,view
U182,P325,cart
U859,P507,purchase
U542,P353,view
U417,P90,purchase
U84,P21,wishlist
U341,P408,view
U725,P194,wishlist
U581,P474,wishlist
U149,P75,wishlist
U474,P217,wishlist
U882,P319,wishlist
U139,P478,wishlist
U152,P1,wishlist
U790,P194,cart
U642,P224,view
U604,P6,purchase
U668,P322,cart
U74,P517,purchase
U134,P22,wishlist
U458,P36,cart
U663,P220,wishlist
U247,P162,wishlist
U201,P518,view
U882,P137,purchase
U644,P298,view
U588,P516,wishlist
U362,P292,cart
U444,P138,wishlist
U509,P6,view
U665,P295,view
U516,P396,wishlist
U565,P98,purchase
U522,P90,view
U580,P504,view
U803,P90,view
U31,P409,view
U328,P445,purchase
U362,P398,purchase
U133,P62,view
U545,P293,view
U448,P384,purchase
U149,P461,cart
U857,P408,cart
U31,P389,wishlist
U194,P192,purchase
U149,P21,purchase
U547,P319,wishlist
U697,P398,wishlist
U667,P419,wishlist
U73,P221,purchase
U342,P53,view
U437,P485,purchase
U607,P427,wishlist
U296,P290,cart
U852,P138,wishlist
U111,P460,purchase
U319,P64,wishlist
U166,P123,purchase
U586,P505,cart
U457,P230,purchase
U584,P195,cart
U183,P408,cart
U615,P295,cart
U547,P65,view
U605,P400,view
U613,P223,view
U528,P267,view
U812,P366,view
U682,P53,view
U825,P115,wishlist
U736,P448,purchase
U111,P234,wishlist
U268,P220,cart
U52,P211,wishlist
U825,P204,wishlist
U515,P99,view
U531,P502,wishlist
U600,P308,view
U27,P6,view
U853,P8,wishlist
U169,P52,wishlist
U248,P105,view
U75,P278,view
U802,P294,view
U203,P336,purchase
U608,P358,purchase
U392,P261,view
U805,P380,purchase
U239,P57,view
U631,P143,wishlist
U570,P477,wishlist
U839,P359,view
U531,P203,cart
U27,P196,cart
U753,P484,purchase
U796,P151,wishlist
U269,P384,purchase
U10,P177,purchase
U387,P22,cart
U523,P102,wishlist
U185,P134,cart
U98,P423,wishlist
U718,P240,view
U726,P244,wishlist
U599,P233,purchase
U755,P461,view
U158,P196,wishlist
U126,P46,view
U232,P78,view
U550,P36,view
U598,P341,wishlist
U15,P363,wishlist
U572,P65,cart
U222,P147,view
U40,P68,wishlist
U215,P232,wishlist
U453,P344,wishlist
U862,P358,purchase
U38,P436,wishlist
U134,P51,view
U789,P50,view
U366,P63,cart
U44,P190,cart
U194,P140,view
U46,P452,cart
U867,P436,wishlist
U215,P48,wishlist
U246,P24,view
U606,P241,wishlist
U704,P26,purchase
U187,P58,wishlist
U119,P133,view
U786,P489,view
U751,P109,wishlist
U751,P460,wishlist
U563,P293,view
U264,P134,cart
U887,P261,view
U606,P276,view
U285,P157,wishlist
U539,P224,view
U837,P325,purchase
U691,P520,wishlist
U877,P32,purchase
U714,P112,cart
U346,P489,view
U759,P442,wishlist
U249,P504,wishlist
U239,P34,view
U547,P99,view
U751,P48,cart
U274,P182,wishlist
U626,P450,wishlist
U862,P315,purchase
U265,P105,purchase
U619,P366,purchase
U468,P204,cart
U557,P365,cart
U664,P446,cart
U748,P13,wishlist
U171,P320,wishlist
U343,P254,cart
U703,P118,cart
U64,P359,cart
U759,P182,purchase
U443,P398,wishlist
U29,P196,view
U893,P257,cart
U809,P4,view
U521,P385,purchase
U101,P398,purchase
U71,P153,wishlist
U395,P7,cart
U18,P357,view
U674,P308,cart
U84,P175,wishlist
U578,P21,cart
U677,P27,view
U620,P134,purchase
U84,P44,purchase
U671,P412,cart
U88,P293,view
U497,P510,view
U775,P485,purchase
U882,P37,purchase
U610,P146,view
U734,P477,wishlist
U444,P395,wishlist
U320,P403,view
U307,P221,view
U610,P339,cart
U492,P488,wishlist
U471,P310,purchase
U115,P250,cart
U31,P21,wishlist
U473,P32,view
U574,P52,purchase
U310,P69,view
U346,P21,view
U655,P383,purchase
U815,P208,purchase
U734,P29,cart
U413,P19,purchase
U329,P40,view
U584,P233,cart
U178,P118,wishlist
U740,P407,view
U571,P412,cart
U372,P380,cart
U629,P36,wishlist
U528,P251,wishlist
U528,P100,wishlist
U58,P424,cart
U274,P115,wishlist
U321,P505,purchase
U642,P95,view
U841,P327,view
U668,P461,cart
U887,P409,view
U394,P249,view
U264,P310,purchase
U248,P293,view
U154,P318,wishlist
U186,P182,view
U436,P366,purchase
U523,P170,wishlist
U200,P48,wishlist
U627,P294,view
U427,P154,cart
U177,P344,cart
U720,P231,cart
U729,P479,purchase
U11,P182,cart
U311,P137,cart
U839,P116,cart
U264,P151,wishlist
U98,P474,wishlist
U568,P502,wishlist
U820,P68,view
U27,P178,purchase
U703,P478,purchase
U487,P8,wishlist
U580,P132,wishlist
U843,P175,view
U669,P262,cart
U695,P411,wishlist
U117,P383,wishlist
U597,P346,wishlist
U133,P147,wishlist
U11,P115,cart
U697,P363,cart
U129,P483,purchase
U311,P75,wishlist
U30,P454,wishlist
U595,P442,wishlist
U703,P138,wishlist
U79,P211,view
U405,P51,wishlist
U467,P46,purchase
U310,P413,cart
U392,P262,view
U255,P147,view
U104,P491,cart
U852,P72,purchase
U272,P359,wishlist
U766,P447,view
U737,P359,wishlist
U211,P27,purchase
U460,P146,purchase
U547,P303,view
U761,P239,purchase
U276,P21,view
U436,P37,cart
U629,P46,wishlist
U557,P241,wishlist
U222,P194,view
U512,P439,wishlist
U379,P211,purchase
U40,P221,wishlist
U566,P381,wishlist
U437,P263,cart
U588,P26,wishlist
U457,P65,wishlist
U437,P44,purchase
U31,P41,cart
U738,P77,view
U284,P446,view
U234,P75,view
U605,P517,purchase
U449,P26,cart
U492,P173,cart
U582,P41,wishlist
U219,P153,wishlist
U890,P190,view
U606,P70,view
U700,P224,wishlist
U600,P324,cart
U638,P230,wishlist
U327,P116,cart
U888,P257,purchase
U873,P502,view
U234,P185,wishlist
U274,P220,cart
U199,P218,cart
U572,P358,view
U549,P92,cart
U591,P51,cart
U891,P292,cart
U71,P46,view
U152,P139,wishlist
U747,P192,wishlist
U759,P411,wishlist
U691,P380,cart
U137,P436,purchase
U828,P182,cart
U92,P356,view
U544,P224,view
U68,P204,cart
U394,P211,cart
U702,P240,view
U467,P504,view
U374,P505,view
U843,P336,purchase
U607,P137,purchase
U528,P293,wishlist
U795,P184,wishlist
U37,P489,wishlist
U210,P65,wishlist
U199,P391,view
U334,P309,cart
U209,P70,wishlist
U306,P325,view
U565,P507,wishlist
U564,P335,purchase
U725,P230,cart
U443,P92,view
U276,P292,view
U761,P244,view
U205,P372,view
U140,P36,wishlist
U865,P217,view
U279,P23,view
U580,P204,wishlist
U790,P26,wishlist
U341,P336,view
U608,P166,view
U90,P315,wishlist
U14,P513,purchase
U79,P126,cart
U435,P151,wishlist
U687,P40,view
U224,P261,purchase
U487,P81,view
U677,P107,view
U802,P421,purchase
U790,P151,cart
U653,P322,cart
U31,P288,view
U193,P410,purchase
U20,P168,purchase
U550,P344,view
U326,P151,cart
U101,P105,wishlist
U316,P206,wishlist
U448,P340,cart
U615,P369,purchase
U494,P52,wishlist
U108,P179,wishlist
U775,P204,cart
U16,P176,wishlist
U664,P182,purchase
U365,P484,purchase
U219,P69,purchase
U152,P184,purchase
U729,P356,wishlist
U572,P374,purchase
U610,P179,purchase
U853,P427,view
U116,P380,purchase
U149,P19,purchase
U90,P244,purchase
U185,P140,purchase
U769,P113,view
U477,P231,purchase
U825,P434,wishlist
U874,P508,wishlist
U206,P358,purchase
U71,P503,cart
U149,P439,purchase
U884,P124,wishlist
U804,P162,purchase
U461,P159,purchase
U512,P146,cart
U386,P246,cart
U63,P58,view
U643,P21,cart
U700,P187,view
U401,P395,view
U193,P448,cart
U312,P162,view
U663,P384,view
U638,P452,view
U769,P146,view
U863,P481,purchase
U891,P184,wishlist
U223,P58,cart
U181,P95,wishlist
U468,P87,cart
U895,P446,wishlist
U468,P239,view
U583,P152,view
U268,P407,cart
U746,P175,purchase
U467,P84,wishlist
U804,P170,wishlist
U609,P483,wishlist
U223,P427,wishlist
U583,P114,view
U662,P487,cart
U320,P476,view
U380,P167,wishlist
U505,P455,view
U79,P6,view
U349,P233,view
U232,P256,wishlist
U449,P240,purchase
U707,P176,cart
U336,P68,view
U279,P319,wishlist
U74,P389,wishlist
U249,P409,view
U607,P306,view
U335,P162,view
U835,P17,purchase
U669,P499,wishlist
U591,P197,wishlist
U99,P232,view
U678,P13,purchase
U728,P383,wishlist
U159,P197,cart
U397,P327,view
U453,P113,wishlist
U17,P68,view
U672,P166,cart
U497,P3,wishlist
U181,P137,view
U665,P233,view
U29,P125,view
U31,P224,wishlist
U615,P179,purchase
U365,P24,cart
U653,P389,purchase
U330,P103,cart
U671,P406,view
U239,P112,cart
U219,P478,purchase
U796,P422,cart
U538,P157,purchase
U531,P71,wishlist
U279,P408,purchase
U679,P123,wishlist
U724,P39,cart
U460,P203,wishlist
U200,P50,cart
U536,P21,wishlist
U209,P265,wishlist
U403,P26,wishlist
U170,P92,purchase
U42,P488,purchase
U20,P19,view
U840,P6,wishlist
U631,P419,view
U828,P21,purchase
U636,P99,wishlist
U820,P293,wishlist
U553,P73,purchase
U218,P87,view
U107,P117,cart
U143,P87,purchase
U199,P65,view
U606,P363,purchase
U278,P136,cart
U201,P63,wishlist
U824,P113,view
U829,P154,purchase
U247,P207,cart
U6,P10,cart
U190,P240,view
U704,P103,view
U567,P396,cart
U158,P13,wishlist
U267,P516,view
U884,P1,view
U615,P254,purchase
U18,P7,wishlist
U97,P410,wishlist
U104,P29,purchase
U759,P179,wishlist
U757,P461,view
U700,P460,view
U186,P361,wishlist
U9,P68,purchase
U74,P516,wishlist
U740,P97,cart
U545,P64,view
U588,P246,view
U503,P339,wishlist
U195,P8,wishlist
U15,P92,purchase
U541,P434,wishlist
U496,P143,cart
U613,P87,purchase
U704,P401,view
U840,P461,purchase
U586,P483,cart
U610,P237,view
U517,P360,wishlist
U582,P342,wishlist
U461,P86,purchase
U800,P299,wishlist
U6,P205,wishlist
U665,P257,purchase
U566,P455,view
U325,P470,cart
U419,P516,cart
U215,P246,purchase
U279,P147,wishlist
U278,P328,cart
U152,P479,wishlist
U839,P436,cart
U582,P68,cart
U327,P116,purchase
U341,P71,view
U763,P68,wishlist
U92,P316,view
U16,P124,view
U334,P384,cart
U528,P152,wishlist
U835,P356,purchase
U539,P505,view
U737,P179,view
U698,P140,wishlist
U329,P344,cart
U744,P366,view
U882,P488,purchase
U713,P470,purchase
U251,P427,purchase
U864,P205,view
U860,P252,wishlist
U676,P195,purchase
U273,P306,wishlist
U334,P221,view
U626,P461,view
U337,P499,cart
U27,P53,cart
U707,P487,wishlist
U720,P310,wishlist
U423,P295,view
U476,P107,wishlist
U814,P478,purchase
U698,P120,wishlist
U457,P237,purchase
U362,P192,cart
U116,P200,wishlist
U140,P14,purchase
U676,P138,cart
U183,P116,view
U107,P221,view
U516,P337,cart
U258,P73,view
U335,P219,purchase
U637,P93,cart
U688,P498,cart
U94,P359,cart
U834,P204,view
U460,P221,cart
U653,P293,view
U650,P468,wishlist
U504,P32,view
U829,P190,purchase
U501,P68,cart
U727,P361,view
U619,P309,purchase
U410,P421,wishlist
U308,P117,cart
U557,P406,cart
U643,P295,cart
U725,P13,wishlist
U840,P338,cart
U277,P97,purchase
U443,P68,wishlist
U608,P50,wishlist
U510,P49,wishlist
U673,P191,view
U454,P308,view
U63,P356,wishlist
U551,P381,wishlist
U611,P140,view
U705,P423,view
U60,P226,wishlist
U327,P252,wishlist
U497,P468,view
U815,P506,purchase
U473,P209,view
U94,P265,wishlist
U810,P445,cart
U168,P87,purchase
U85,P116,view
U528,P391,wishlist
U205,P321,purchase
U859,P46,cart
U818,P262,purchase
U888,P243,cart
U195,P241,wishlist
U627,P461,purchase
U143,P146,view
U474,P408,wishlist
U440,P34,cart
U29,P434,wishlist
U14,P295,view
U20,P123,view
U443,P483,purchase
U496,P204,wishlist
U529,P32,view
U46,P21,wishlist
U334,P9,view
U670,P344,wishlist
U699,P360,wishlist
U82,P315,cart
U21,P321,wishlist
U190,P284,purchase
U567,P450,cart
U401,P152,purchase
U332,P400,purchase
U808,P48,wishlist
U864,P226,view
U608,P226,cart
U591,P487,wishlist
U538,P511,purchase
U741,P207,view
U837,P39,wishlist
U544,P212,wishlist
U553,P250,purchase
U236,P185,wishlist
U517,P414,view
U18,P447,cart
U202,P461,purchase
U206,P112,purchase
U876,P21,purchase
U101,P460,wishlist
U269,P26,cart
U576,P328,cart
U534,P163,purchase
U284,P195,purchase
U615,P398,view
U873,P103,purchase
U396,P27,view
U85,P6,purchase
U394,P84,wishlist
U650,P439,view
U235,P288,view
U738,P196,wishlist
U866,P489,purchase
U152,P87,view
U665,P45,purchase
U718,P212,purchase
U665,P39,view
U584,P409,view
U30,P279,purchase
U251,P103,view
U194,P27,purchase
U75,P180,view
U624,P363,cart
U881,P3,wishlist
U698,P182,view
U592,P474,view
U427,P414,view
U492,P93,cart
U443,P507,view
U135,P278,wishlist
U838,P336,wishlist
U691,P478,purchase
U185,P374,wishlist
U691,P361,cart
U247,P383,purchase
U820,P434,wishlist
U643,P355,view
U401,P116,wishlist
U114,P68,view
U335,P340,wishlist
U96,P351,cart
U84,P226,wishlist
U27,P234,purchase
U886,P118,purchase
U512,P179,view
U863,P179,wishlist
U877,P365,purchase
U448,P178,cart
U610,P125,purchase
U433,P62,wishlist
U157,P330,view
U279,P196,view
U333,P211,view
U186,P374,wishlist
U759,P196,wishlist
U873,P77,cart
U642,P120,cart
U90,P63,purchase
U476,P247,view
U871,P29,view
U27,P126,view
U859,P502,view
U610,P220,purchase
U201,P195,view
U413,P118,purchase
U541,P252,wishlist
U351,P48,purchase
U248,P483,wishlist
U738,P49,cart
U149,P86,cart
U866,P2,view
U379,P163,view
U608,P475,cart
U285,P10,purchase
U326,P90,view
U203,P234,cart
U859,P211,view
U250,P407,view
U487,P284,view
U508,P240,purchase
U826,P222,purchase
U335,P504,view
U746,P146,view
U42,P99,wishlist
U18,P21,cart
U483,P427,view
U594,P422,view
U563,P176,wishlist
U776,P339,view
U327,P113,cart
U60,P6,view
U820,P87,view
U835,P422,view
U285,P1,wishlist
U820,P409,view
U863,P339,wishlist
U650,P359,view
U863,P288,view
U737,P84,cart
U423,P401,purchase
U74,P17,wishlist
U790,P237,view
U127,P452,cart
U262,P428,cart
U816,P105,purchase
U829,P115,cart
U158,P98,wishlist
U127,P26,view
U802,P196,cart
U600,P435,view
U826,P57,view
U278,P204,wishlist
U65,P374,purchase
U688,P358,wishlist
U195,P23,cart
U225,P474,wishlist
U353,P233,wishlist
U549,P401,view
U135,P218,view
U868,P21,wishlist
U837,P384,view
U115,P18,cart
U582,P126,view
U190,P468,cart
U239,P204,view
U539,P203,cart
U150,P48,purchase
U629,P460,wishlist
U383,P488,purchase
U598,P49,purchase
U171,P224,purchase
U626,P517,view
U437,P416,purchase
U357,P180,wishlist
U457,P410,cart
U695,P487,view
U201,P330,purchase
U282,P311,cart
U783,P230,view
U600,P485,wishlist
U744,P463,wishlist
U131,P109,wishlist
U654,P205,view
U629,P518,purchase
U74,P117,view
U747,P427,wishlist
U449,P27,view
U419,P176,purchase
U329,P139,cart
U741,P113,view
U135,P295,wishlist
U343,P29,cart
U853,P401,view
U235,P95,cart
U311,P408,cart
U58,P377,cart
U458,P421,wishlist
U325,P430,cart
U461,P58,wishlist
U21,P175,purchase
U814,P460,purchase
U376,P262,wishlist
U16,P442,view
U699,P321,view
U6,P21,wishlist
U15,P78,cart
U736,P485,view
U708,P360,purchase
U771,P430,purchase
U547,P241,wishlist
U419,P463,purchase
U810,P454,view
U523,P113,view
U76,P98,cart
U858,P10,wishlist
U439,P366,purchase
U433,P247,wishlist
U457,P192,wishlist
U497,P487,wishlist
U24,P442,purchase
U881,P63,view
U311,P287,cart
U173,P114,view
U412,P147,purchase
U126,P442,wishlist
U18,P223,view
U346,P408,view
U140,P28,view
U200,P196,purchase
U771,P114,wishlist
U322,P316,wishlist
U738,P236,purchase
U284,P362,purchase
U691,P77,wishlist
U595,P162,view
U549,P427,wishlist
U713,P151,wishlist
U779,P185,purchase
U557,P511,view
U256,P499,cart
U383,P166,cart
U46,P423,view
U175,P318,cart
U123,P123,wishlist
U179,P137,cart
U650,P277,purchase
U366,P340,wishlist
U394,P14,wishlist
U204,P126,view
U150,P156,wishlist
U871,P520,view
U194,P461,wishlist
U650,P318,view
U444,P317,wishlist
U114,P398,purchase
U469,P220,cart
U418,P116,wishlist
U707,P137,wishlist
U23,P7,purchase
U240,P488,wishlist
U606,P92,wishlist
U795,P430,view
U807,P243,view
U251,P452,view
U97,P243,view
U402,P103,wishlist
U775,P460,purchase
U59,P380,purchase
U79,P361,purchase
U522,P123,cart
U713,P53,view
U92,P499,view
U704,P344,view
U199,P303,wishlist
U159,P247,wishlist
U262,P424,view
U643,P113,wishlist
U630,P240,purchase
U884,P341,wishlist
U390,P139,purchase
U104,P72,purchase
U179,P197,purchase
U71,P488,view
U755,P176,view
U193,P126,view
U580,P295,purchase
U127,P146,wishlist
U281,P479,cart
U62,P176,view
U839,P477,view
U753,P278,wishlist
U672,P410,wishlist
U673,P408,cart
U234,P116,purchase
U104,P496,wishlist
U608,P244,wishlist
U699,P409,purchase
U74,P65,view
U891,P357,wishlist
U613,P180,view
U744,P123,wishlist
U325,P157,purchase
U757,P173,wishlist
U51,P116,view
U247,P336,purchase
U416,P488,cart
U14,P287,wishlist
U523,P455,cart
U413,P452,wishlist
U73,P418,wishlist
U542,P235,view
U712,P491,view
U206,P185,view
U42,P284,cart
U536,P386,view
U807,P182,view
U440,P9,wishlist
U583,P113,wishlist
U637,P136,purchase
U794,P1,view
U503,P159,wishlist
U336,P132,wishlist
U419,P246,purchase
U91,P44,view
U786,P341,view
U200,P236,purchase
U329,P404,wishlist
U528,P123,view
U590,P361,cart
U34,P175,view
U725,P414,wishlist
U835,P359,wishlist
U379,P351,wishlist
U407,P434,view
U547,P285,wishlist
U729,P140,purchase
U150,P439,wishlist
U636,P497,purchase
U669,P39,wishlist
U149,P518,view
U757,P205,purchase
U609,P277,view
U542,P483,cart
U626,P234,view
U471,P401,cart
U545,P452,wishlist
U583,P190,purchase
U607,P73,purchase
U558,P41,cart
U528,P502,cart
U312,P146,purchase
U539,P446,view
U676,P14,cart
U228,P103,view
U311,P404,cart
U505,P398,view
U568,P285,cart
U576,P401,wishlist
U243,P251,purchase
U839,P306,wishlist
U544,P130,wishlist
U409,P292,view
U221,P372,wishlist
U94,P422,view
U769,P220,purchase
U505,P211,wishlist
U669,P151,purchase
U638,P120,cart
U824,P505,purchase
U790,P506,purchase
U11,P287,cart
U376,P86,view
U334,P73,wishlist
U711,P118,wishlist
U236,P363,purchase
U697,P158,wishlist
U646,P184,wishlist
U677,P209,cart
U105,P337,purchase
U351,P422,wishlist
U886,P495,purchase
U815,P461,wishlist
U84,P151,view
U670,P358,purchase
U776,P396,wishlist
U237,P424,wishlist
U15,P341,wishlist
U419,P147,wishlist
U129,P419,wishlist
U329,P173,view
U678,P57,view
U534,P170,purchase
U862,P267,cart
U815,P4,purchase
U878,P3,wishlist
U824,P78,cart
U812,P493,wishlist
U670,P190,view
U536,P316,cart
U425,P295,cart
U222,P182,wishlist
U423,P127,wishlist
U720,P502,cart
U64,P87,view
U267,P21,view
U273,P518,wishlist
U140,P100,wishlist
U772,P117,wishlist
U675,P326,wishlist
U607,P46,view
U605,P261,view
U839,P25,wishlist
U71,P230,purchase
U106,P220,wishlist
U681,P117,view
U803,P478,view
U702,P479,purchase
U674,P21,cart
U443,P99,cart
U528,P36,wishlist
U92,P9,cart
U529,P479,view
U419,P247,cart
U158,P141,purchase
U310,P29,purchase
U239,P118,purchase
U157,P330,view
U606,P485,view
U729,P7,cart
U820,P134,purchase
U325,P318,wishlist
U149,P508,purchase
U779,P107,purchase
U784,P311,view
U857,P254,view
U14,P484,cart
U544,P113,cart
U424,P324,view
U370,P442,purchase
U249,P380,wishlist
U27,P460,wishlist
U780,P295,cart
U210,P52,view
U20,P484,view
U626,P7,cart
U422,P331,purchase
U27,P361,purchase
U520,P70,cart
U203,P455,purchase
U116,P57,view
U606,P325,wishlist
U126,P220,wishlist
U560,P113,cart
U882,P109,cart
U424,P190,wishlist
U688,P257,purchase
U835,P53,view
U96,P422,wishlist
U366,P53,view
U782,P179,cart
U504,P341,wishlist
U747,P64,wishlist
U496,P454,view
U588,P435,cart
U521,P212,wishlist
U607,P452,view
U202,P3,view
U487,P105,view
U877,P475,wishlist
U206,P321,purchase
U815,P265,wishlist
U277,P163,purchase
U700,P254,cart
U140,P21,wishlist
U364,P445,view
U304,P116,wishlist
U768,P412,cart
U855,P126,view
U15,P419,wishlist
U835,P434,cart
U101,P231,cart
U10,P133,purchase
U10,P126,wishlist
U82,P502,view
U84,P359,purchase
U454,P163,wishlist
U884,P205,wishlist
U796,P241,purchase
U578,P197,cart
U695,P333,purchase
U702,P179,cart
U611,P409,cart
U347,P435,purchase
U755,P166,cart
U365,P319,wishlist
U31,P105,view
U127,P132,view
U135,P252,cart
U568,P261,wishlist
U678,P499,wishlist
U152,P362,purchase
U443,P39,wishlist
U43,P115,view
U800,P14,cart
U179,P299,wishlist
U759,P8,cart
U781,P363,purchase
U485,P338,cart
U713,P502,purchase
U204,P250,cart
U428,P196,view
U334,P34,view
U401,P103,view
U853,P219,wishlist
U558,P418,cart
U249,P371,wishlist
U434,P143,wishlist
U819,P8,purchase
U716,P72,purchase
U298,P506,wishlist
U781,P517,cart
U90,P86,view
U611,P410,cart
U152,P107,cart
U140,P396,wishlist
U36,P507,purchase
U192,P113,purchase
U611,P58,purchase
U713,P412,cart
U335,P430,cart
U126,P461,view
U609,P294,view
U820,P295,cart
U727,P488,cart
U449,P441,wishlist
U815,P75,view
U251,P71,cart
U397,P195,purchase
U185,P150,wishlist
U790,P140,wishlist
U179,P87,wishlist
U496,P325,purchase
U772,P407,wishlist
U890,P308,view
U796,P396,wishlist
U592,P1,purchase
U485,P139,view
U402,P105,wishlist
U10,P133,purchase
U240,P211,wishlist
U237,P406,wishlist
U473,P346,view
U335,P246,cart
U195,P380,view
U249,P98,view
U605,P327,view
U688,P261,purchase
U858,P124,view
U771,P251,cart
U528,P4,cart
U494,P29,wishlist
U881,P308,view
U256,P409,view
U440,P127,view
U695,P134,cart
U215,P111,cart
U265,P139,cart
U365,P179,wishlist
U874,P341,view
U428,P196,purchase
U528,P231,cart
U551,P488,wishlist
U133,P460,view
U152,P418,wishlist
U763,P488,cart
U95,P491,purchase
U200,P53,view
U92,P461,wishlist
U697,P65,cart
U810,P330,wishlist
U179,P371,purchase
U175,P406,wishlist
U619,P267,view
U90,P411,view
U19,P103,view
U126,P129,view
U571,P68,wishlist
U448,P321,wishlist
U873,P439,purchase
U852,P159,wishlist
U219,P133,wishlist
U186,P358,cart
U748,P99,cart
U448,P436,view
U187,P8,wishlist
U460,P95,purchase
U278,P178,wishlist
U42,P204,cart
U51,P25,purchase
U405,P180,cart
U180,P387,view
U763,P303,view
U465,P24,wishlist
U449,P499,wishlist
U129,P401,cart
U347,P374,wishlist
U335,P385,purchase
U699,P72,wishlist
U578,P517,wishlist
U512,P293,view
U195,P68,view
U713,P194,purchase
U383,P240,purchase
U422,P330,view
U136,P6,wishlist
U191,P221,view
U877,P1,wishlist
U724,P498,purchase
U609,P319,wishlist
U431,P288,view
U274,P143,cart
U878,P337,cart
U187,P51,purchase
U401,P461,cart
U790,P226,purchase
U871,P220,wishlist
U763,P469,cart
U755,P430,wishlist
U194,P162,wishlist
U372,P383,view
U769,P365,purchase
U819,P422,view
U76,P1,purchase
U386,P218,wishlist
U372,P495,view
U6,P78,purchase
U31,P426,cart
U228,P513,wishlist
U424,P478,purchase
U137,P65,wishlist
U496,P134,cart
U10,P123,view
U376,P504,cart
U818,P151,view
U44,P87,wishlist
U264,P146,wishlist
U269,P138,view
U837,P342,wishlist
U708,P3,wishlist
U23,P412,wishlist
U237,P327,view
U544,P351,wishlist
U895,P168,cart
U813,P315,purchase
U111,P396,purchase
U864,P36,purchase
U199,P477,purchase
U318,P230,view
U477,P496,wishlist
U544,P493,wishlist
U465,P230,wishlist
U40,P68,view
U199,P265,view
U6,P15,wishlist
U204,P267,cart
U376,P407,view
U781,P495,cart
U839,P454,wishlist
U394,P449,purchase
U394,P497,cart
U403,P137,view
U366,P13,wishlist
U63,P427,wishlist
U792,P369,wishlist
U691,P103,view
U347,P276,purchase
U329,P139,view
U300,P502,cart
U199,P156,cart
U195,P1,wishlist
U531,P401,purchase
U608,P340,view
U505,P230,wishlist
U74,P520,wishlist
U135,P452,wishlist
U194,P267,view
U422,P239,purchase
U843,P53,view
U366,P446,view
U457,P78,cart
U549,P406,cart
U169,P326,cart
U825,P380,wishlist
U565,P461,wishlist
U859,P322,cart
U800,P508,purchase
U334,P325,wishlist
U792,P439,purchase
U325,P422,wishlist
U134,P87,cart
U889,P493,wishlist
U737,P17,view
U521,P418,view
U107,P389,cart
U97,P166,view
U26,P509,wishlist
U170,P262,wishlist
U843,P336,wishlist
U149,P444,view
U544,P98,wishlist
U696,P73,wishlist
U449,P416,cart
U453,P212,wishlist
U748,P401,wishlist
U12,P372,wishlist
U209,P109,cart
U144,P203,cart
U316,P435,view
U184,P292,wishlist
U746,P36,cart
U362,P177,wishlist
U805,P315,view
U298,P504,view
U654,P414,wishlist
U657,P407,wishlist
U360,P427,cart
U528,P430,cart
U713,P424,wishlist
U707,P222,cart
U132,P107,wishlist
U125,P463,view
U583,P40,view
U815,P45,wishlist
U459,P403,wishlist
U349,P34,purchase
U192,P195,purchase
U229,P182,wishlist
U192,P446,wishlist
U867,P250,wishlist
U760,P449,view
U468,P449,purchase
U135,P423,purchase
U857,P176,wishlist
U606,P166,cart
U538,P136,view
U528,P163,cart
U184,P132,cart
U692,P21,view
U755,P10,purchase
